Baseline Data,,,,Pandemic Data,,,,,,Centers > 10,,,,,,High Prevalence States,,,,,,Open the Whole Time,,,,
State,Town/County/City,Age Ranges,Single or Multiple Locations?,Opening Details,Number of Students Served During Pandemic,Number of Staff During Pandemic,COVID-19 Cases in Children,COVID-19 Cases in Staff,,Kids,Staff,Kid COVID,Staff COVID,Count,,Count of Kids,Count of Staff,Kids COVID,Staff COVID,Total Centers,,Kids,Staff,Kid COVID,Staff COVID,Count
Texas,Tarrant,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,250,50,0,0,,250,50,0,0,1,,0,0,0,0,0,,30,9,0,0,1
Illinois,Cook,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,250,50,0,0,1
New Jersey,Middlesex,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,8,2,1,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Texas,Travis,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,17,8,0,0,,17,8,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Florida,Orange,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,17,6,0,0,,17,6,0,0,1,,0,0,0,0,0,,17,8,0,0,1
Texas,Bexar,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,15,5,0,0,,15,5,0,0,1,,0,0,0,0,0,,0,0,0,0,0
MInnesota,Rice,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,8,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Alabama,Baldwin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,38,13,0,0,,38,13,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Oregon,Washington,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,40,10,0,0,,40,10,0,0,1,,0,0,0,0,0,,38,13,0,0,1
Colorado,Arapahoe,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,30,11,0,0,,30,11,0,0,1,,0,0,0,0,0,,40,10,0,0,1
Arizona,Maricopa,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,20,6,0,0,,20,6,0,0,1,,0,0,0,0,0,,30,11,0,0,1
Texas,Matagorda,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,39,16,1,0,,39,16,1,0,1,,0,0,0,0,0,,20,6,0,0,1
Arizona,Maricopa,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 5 to 10 years, Over 10",Single,Closed for a portion,25,15,0,0,,25,15,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Virginia,Fairfax,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,33,47,0,1,,33,47,0,1,1,,0,0,0,0,0,,0,0,0,0,0
California,San Francisco,"2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,72,40,0,0,,72,40,0,0,1,,72,40,0,0,1,,0,0,0,0,0
Florida,Duval,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,75,15,0,0,,75,15,0,0,1,,0,0,0,0,0,,72,40,0,0,1
Washington,Whitman,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,18,15,0,0,,18,15,0,0,1,,18,15,0,0,1,,75,15,0,0,1
Washington ,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California ,Los Angeles ,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,1,0,0,1
Texas,DeWitt,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,31,17,0,0,,31,17,0,0,1,,0,0,0,0,0,,6,1,0,0,1
Maryland,Harford,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,31,17,0,0,1
Tennessee ,Hamilton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,8,1,0,0,1
Texas,Harris,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,28,9,0,1,,28,9,0,1,1,,0,0,0,0,0,,6,2,0,0,1
Texas,Tarrant,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,40,50,0,0,,40,50,0,0,1,,0,0,0,0,0,,28,9,0,1,1
North Carolina,Person,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,27,7,0,0,,27,7,0,0,1,,0,0,0,0,0,,40,50,0,0,1
Texas,Dallas,"1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,10,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,27,7,0,0,1
Virginia,Virginia Beach,"2 to 4 years, 5 to 10 years",Single,Open the whole time,30,8,0,0,,30,8,0,0,1,,0,0,0,0,0,,10,4,0,0,1
Georgia ,Long,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,5,3,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,8,0,0,1
Tennessee,Anderson,"1 to 2 years, 2 to 4 years",Single,Closed for a portion,30,13,0,0,,30,13,0,0,1,,0,0,0,0,0,,0,0,0,0,0
California ,Los Angeles ,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,13,0,0,1
California,Ventura,2 to 4 years,Single,Closed for a portion,40,10,0,0,,40,10,0,0,1,,40,10,0,0,1,,0,0,0,0,0
New Jersey,Bergen,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,30,9,0,0,,30,9,0,0,1,,0,0,0,0,0,,0,0,0,0,0
North Carolina,Granville,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,9,0,0,1
Katrina woermann ,Clark,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,9,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Massachusetts,Middlesex,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,23,50,0,0,,23,50,0,0,1,,0,0,0,0,0,,9,1,0,0,1
North Carolina,Orange,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,30,16,0,0,,30,16,0,0,1,,0,0,0,0,0,,23,50,0,0,1
Virginia ,None,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,14,3,0,0,,14,3,0,0,1,,0,0,0,0,0,,30,16,0,0,1
California,San Francisco,2 to 4 years,Multiple,Closed for a portion,110,25,0,0,,110,25,0,0,1,,110,25,0,0,1,,0,0,0,0,0
Texas,Dallas,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,13,9,0,0,,13,9,0,0,1,,0,0,0,0,0,,110,25,0,0,1
Lynn Tarnowski,Bucks,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,8,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California,USA,2 to 4 years,Single,Closed for a portion,12,4,0,0,,12,4,0,0,1,,12,4,0,0,1,,0,0,0,0,0
Indiana,Hancock,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,7,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,4,0,0,1
Washington,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,25,12,0,0,,25,12,0,0,1,,25,12,0,0,1,,7,2,0,0,1
Minnesota,Hennepin,"2 to 4 years, 5 to 10 years",Single,Open the whole time,8,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,12,0,0,1
Pennsylvania ,Mercer,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,8,4,0,0,1
Georgia,Gwinnett,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,6,1,0,0,1
Maryland,Harford ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,2,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,20,20,0,0,,20,20,0,0,1,,0,0,0,0,0,,2,0,0,0,1
Oregon,Lane,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,17,5,0,0,,17,5,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Michigan,Montcalm,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,14,3,0,0,,14,3,0,0,1,,0,0,0,0,0,,17,5,0,0,1
Tenneessee,Hamilton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,32,8,1,1,,32,8,1,1,1,,0,0,0,0,0,,14,3,0,0,1
New Jersey ,Hudson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,19,25,0,0,,19,25,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Texas,Galveston,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,30,3,0,0,,30,3,0,0,1,,0,0,0,0,0,,19,25,0,0,1
California,San Diego,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,4,2,0,0,,0,0,0,0,0,,4,2,0,0,1,,0,0,0,0,0
Madina Said,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,4,2,0,0,1
California,Santa Clara,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,40,5,0,0,,40,5,0,0,1,,40,5,0,0,1,,3,1,0,0,1
New Jersey,Hudson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,10,5,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California,Santa Clara,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,6,2,0,0,1,,10,5,0,0,1
Florida,Orange,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,200,40,0,0,,200,40,0,0,1,,0,0,0,0,0,,6,2,0,0,1
Oregon,Jackson,"2 to 4 years, 5 to 10 years",Multiple,Open the whole time,30,5,0,0,,30,5,0,0,1,,0,0,0,0,0,,200,40,0,0,1
Pennsylvania,Schuylkill,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,14,3,0,0,,14,3,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Minnesota,Morrison,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,25,13,0,0,,25,13,0,0,1,,0,0,0,0,0,,14,3,0,0,1
Arizona,Maricopa,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,50,16,0,0,,50,16,0,0,1,,0,0,0,0,0,,25,13,0,0,1
WA State,King,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,140,40,0,1,,140,40,0,1,1,,0,0,0,0,0,,0,0,0,0,0
California,Los Angeles,2 to 4 years,Single,Closed for a portion,7,7,0,0,,0,0,0,0,0,,7,7,0,0,1,,0,0,0,0,0
Maryland,Montgomery,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,7,7,0,0,1
Texas,Harris County,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,3,0,0,,12,3,0,0,1,,0,0,0,0,0,,6,2,0,0,1
Washington,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,15,5,0,0,,15,5,0,0,1,,15,5,0,0,1,,0,0,0,0,0
Oregon,Multnomah,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years",Multiple,Open the whole time,15,25,0,0,,15,25,0,0,1,,0,0,0,0,0,,15,5,0,0,1
Georgia,Fulton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,135,33,0,0,,135,33,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Oregon,Multnomah,"2 to 4 years, 5 to 10 years",Multiple,Open the whole time,16,6,0,0,,16,6,0,0,1,,0,0,0,0,0,,135,33,0,0,1
New Jersey,Hudson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,12,18,0,0,,12,18,0,0,1,,0,0,0,0,0,,16,6,0,0,1
Colorado,Douglas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,18,0,0,1
North Carolina ,Pender,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,75,39,0,0,,75,39,0,0,1,,0,0,0,0,0,,5,1,0,0,1
Utah,Salt Lake,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,70,12,0,1,,70,12,0,1,1,,0,0,0,0,0,,75,39,0,0,1
Washington,Snohomish,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",,Open the whole time,8,1,0,0,,0,0,0,0,0,,8,1,0,0,1,,70,12,0,1,1
Utah,Salt Lake ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,65,60,0,0,,65,60,0,0,1,,0,0,0,0,0,,8,1,0,0,1
California ,,"2 to 4 years, 5 to 10 years",Single,Open the whole time,9,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,65,60,0,0,1
Texas,Ector,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,9,1,0,0,1
Maryland ,Baltimore ,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Wisconsin,Brown,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California,Alameda,2 to 4 years,Single,Closed for a portion,12,8,0,0,,12,8,0,0,1,,12,8,0,0,1,,0,0,0,0,0
Illinois,Cook,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,25,12,0,0,,25,12,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Arizona,Maricopa,"2 to 4 years, 5 to 10 years",Single,Open the whole time,5,3,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,12,0,0,1
Florida,Volusia,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,25,3,0,1,,25,3,0,1,1,,0,0,0,0,0,,5,3,0,0,1
Oregon,Yamhill,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,10,10,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,3,0,1,1
Washington,Spokane,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,45,7,0,0,,45,7,0,0,1,,45,7,0,0,1,,0,0,0,0,0
Washington,King,2 to 4 years,Multiple,Open the whole time,6,4,0,0,,0,0,0,0,0,,6,4,0,0,1,,45,7,0,0,1
Texas,Montgomery,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,20,9,0,0,,20,9,0,0,1,,0,0,0,0,0,,6,4,0,0,1
North Carolina,Nash,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,12,8,0,0,,12,8,0,0,1,,0,0,0,0,0,,20,9,0,0,1
Washington ,King,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,8,0,0,,15,8,0,0,1,,0,0,0,0,0,,12,8,0,0,1
Illinois,will,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,8,6,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Virginia,Arlington,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California,San Francisco,2 to 4 years,Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,6,2,0,0,1,,2,1,0,0,1
Minnesota,Anoka,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
New York,Schenectady,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,40,12,0,0,,40,12,0,0,1,,40,12,0,0,1,,6,1,0,0,1
Wisconsin,Dane,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,17,5,0,0,,17,5,0,0,1,,0,0,0,0,0,,40,12,0,0,1
California ,La,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,15,5,0,0,,15,5,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Virginia,Falls Church,2 to 4 years,Single,Closed for a portion,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Arizona,Maricopa,"2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,90,24,0,0,,90,24,0,0,1,,0,0,0,0,0,,0,0,0,0,0
California,Unites States,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,3,0,0,,0,0,0,0,0,,2,3,0,0,1,,90,24,0,0,1
Texas,Harris ,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,11,1,0,0,,11,1,0,0,1,,0,0,0,0,0,,2,3,0,0,1
California ,USA,"2 to 4 years, 5 to 10 years",Single,Open the whole time,9,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,11,1,0,0,1
Dc,Washington ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,10,8,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Texas,McLennan,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,100,48,0,0,,100,48,0,0,1,,0,0,0,0,0,,10,8,0,0,1
Brenda Gomez ,Alameda ,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,3,0,0,,0,0,0,0,0,,0,0,0,0,0,,100,48,0,0,1
Washington ,King ,"2 to 4 years, 5 to 10 years",Single,Open the whole time,12,1,0,0,,12,1,0,0,1,,0,0,0,0,0,,6,3,0,0,1
Washington,King,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,12,7,0,0,,12,7,0,0,1,,12,7,0,0,1,,12,1,0,0,1
California,,"2 to 4 years, Over 10",Single,Open the whole time,20,5,0,0,,20,5,0,0,1,,20,5,0,0,1,,12,7,0,0,1
Washington,Snohomish,"1 to 2 years, 2 to 4 years",Single,Open the whole time,45,14,0,0,,45,14,0,0,1,,45,14,0,0,1,,20,5,0,0,1
Oregon,Yamhill,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,25,0,0,,30,25,0,0,1,,0,0,0,0,0,,45,14,0,0,1
Maryland ,Prince George’s ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,25,0,0,1
California,Santa Clara,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,25,6,1,1,,25,6,1,1,1,,25,6,1,1,1,,0,0,0,0,0
California,Contra Costa,"2 to 4 years, 5 to 10 years",Single,Open the whole time,12,5,0,0,,12,5,0,0,1,,12,5,0,0,1,,25,6,1,1,1
Maryland,Anne Arundel County,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,5,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,5,0,0,1
Washington,King,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,3,1,0,0,1,,5,1,0,0,1
Wisconsin,Marathon,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,8,0,0,,15,8,0,0,1,,0,0,0,0,0,,3,1,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,60,20,0,0,,60,20,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Iowa,Polk,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,40,17,0,0,,40,17,0,0,1,,0,0,0,0,0,,60,20,0,0,1
New York,Onondaga,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,6,0,0,,12,6,0,0,1,,12,6,0,0,1,,40,17,0,0,1
Washington ,Pierce ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,12,6,0,0,1
Texas,Midland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,4,2,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,1,0,0,1
New York,Monroe,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,150,90,0,0,,150,90,0,0,1,,150,90,0,0,1,,4,2,0,0,1
Pennsylvania,York,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",,Open the whole time,6,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,150,90,0,0,1
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,18,8,0,0,,18,8,0,0,1,,0,0,0,0,0,,6,1,0,0,1
California,Solano,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,65,21,0,0,,65,21,0,0,1,,65,21,0,0,1,,18,8,0,0,1
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,18,8,0,0,,18,8,0,0,1,,0,0,0,0,0,,65,21,0,0,1
Texas,Deaf Smith,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,13,6,4,0,,13,6,4,0,1,,0,0,0,0,0,,18,8,0,0,1
Georgia ,Cobb,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,13,6,4,0,1
Michigan,Kalamazoo,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,32,15,0,0,,32,15,0,0,1,,0,0,0,0,0,,2,1,0,0,1
California,Santa Clara,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,6,1,0,0,,0,0,0,0,0,,6,1,0,0,1,,0,0,0,0,0
Florida,Broward,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,13,6,0,0,,13,6,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Virginia,Richmond City,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,15,10,0,0,,15,10,0,0,1,,0,0,0,0,0,,0,0,0,0,0
California ,Placer,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,10,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,10,0,0,1
New Jersey,United States of America,"5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,1,0,0,1
Texas,Williamson ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,2,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,1,0,0,1
California,San Francisco,"1 to 2 years, 2 to 4 years",Single,Closed for a portion,3,1,0,0,,0,0,0,0,0,,3,1,0,0,1,,0,0,0,0,0
Utah,Utah,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,1,0,0,1
Washington ,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,8,1,0,0,1
